date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2023/01/31,2023,1,31,chokepoint1,Suez Canal,15,17,6,4,26,42,68,569816,1290591,27663,17948,1771848,1906019,3677868,1492
2023/02/01,2023,2,1,chokepoint1,Suez Canal,14,12,4,4,17,34,51,704355,864225,18327,21208,739488,1608117,2347605,1493
2023/02/02,2023,2,2,chokepoint1,Suez Canal,21,25,6,0,25,52,77,999241,1320700,10582,0,1272393,2330524,3602917,1494
2023/02/03,2023,2,3,chokepoint1,Suez Canal,18,21,5,1,30,45,75,1088108,908985,44043,872,1427660,2042009,3469669,1495
2023/02/04,2023,2,4,chokepoint1,Suez Canal,17,16,8,2,35,43,78,898250,886182,31110,9093,1347762,1824636,3172398,1496
2023/02/05,2023,2,5,chokepoint1,Suez Canal,21,16,3,2,25,42,67,1381066,838238,6580,2705,1286511,2228591,3515102,1497
2023/02/06,2023,2,6,chokepoint1,Suez Canal,12,13,5,5,21,35,56,421495,495769,48236,19887,1157040,985390,2142431,1498
2023/02/07,2023,2,7,chokepoint1,Suez Canal,13,28,5,0,24,46,70,557484,1602013,23770,0,1035241,2183268,3218509,1499
2023/02/08,2023,2,8,chokepoint1,Suez Canal,24,12,5,1,18,42,60,1195215,344307,4628,4218,982251,1548370,2530622,1500
2023/02/09,2023,2,9,chokepoint1,Suez Canal,22,17,6,7,24,52,76,1137944,923985,9684,32661,1479277,2104276,3583554,1501
2023/02/10,2023,2,10,chokepoint1,Suez Canal,17,19,11,7,32,54,86,876435,1296026,49638,34043,1115683,2256143,3371827,1502
2023/02/11,2023,2,11,chokepoint1,Suez Canal,16,23,3,2,24,44,68,993657,1084592,15769,6040,1456096,2100059,3556155,1503
2023/02/12,2023,2,12,chokepoint1,Suez Canal,21,21,8,5,21,55,76,1155343,1203661,40502,19067,1178970,2418575,3597545,1504
2023/02/13,2023,2,13,chokepoint1,Suez Canal,17,11,6,3,23,37,60,1104638,600548,31003,18149,692288,1754340,2446629,1505
2023/02/14,2023,2,14,chokepoint1,Suez Canal,20,23,7,7,33,57,90,907837,891145,27418,18750,1945651,1845151,3790803,1506
2023/02/15,2023,2,15,chokepoint1,Suez Canal,15,25,8,1,24,49,73,515542,1229917,12553,0,1178849,1758013,2936863,1507
2023/02/16,2023,2,16,chokepoint1,Suez Canal,20,17,10,2,25,49,74,1127077,888895,55150,4408,1032319,2075531,3107851,1508
2023/02/17,2023,2,17,chokepoint1,Suez Canal,15,11,4,2,21,32,53,834910,533829,5304,4562,1133837,1378607,2512445,1509
2023/02/18,2023,2,18,chokepoint1,Suez Canal,8,17,3,5,39,33,72,652371,946270,12422,16450,1992272,1627515,3619787,1510
2023/02/19,2023,2,19,chokepoint1,Suez Canal,20,10,4,3,24,37,61,1190932,578658,44474,11685,1632232,1825751,3457983,1511
2023/02/20,2023,2,20,chokepoint1,Suez Canal,22,20,8,1,29,51,80,1099401,900112,33232,8446,1357073,2041193,3398267,1512
2023/02/21,2023,2,21,chokepoint1,Suez Canal,17,22,4,1,30,44,74,1056722,867811,33757,6325,1137003,1964617,3101620,1513
2023/02/22,2023,2,22,chokepoint1,Suez Canal,16,14,7,3,26,40,66,969812,911588,14871,14435,1274982,1910708,3185690,1514
2023/02/23,2023,2,23,chokepoint1,Suez Canal,16,27,11,2,22,56,78,706997,1262589,65715,8760,995936,2044062,3039999,1515
2023/02/24,2023,2,24,chokepoint1,Suez Canal,18,15,5,3,28,41,69,910122,780012,12934,13370,1730065,1716439,3446505,1516
2023/02/25,2023,2,25,chokepoint1,Suez Canal,15,19,3,3,19,40,59,803518,804739,13961,19620,868352,1641839,2510191,1517
2023/02/26,2023,2,26,chokepoint1,Suez Canal,20,21,7,2,33,50,83,1271379,916383,35805,9548,1572434,2233117,3805551,1518
2023/02/27,2023,2,27,chokepoint1,Suez Canal,17,12,4,1,22,34,56,811348,511597,40301,3307,1090987,1366554,2457541,1519
2023/02/28,2023,2,28,chokepoint1,Suez Canal,18,22,5,2,27,47,74,937245,1249615,16399,12296,801883,2215556,3017440,1520
2023/03/01,2023,3,1,chokepoint1,Suez Canal,15,20,8,7,23,50,73,804656,921704,10212,30086,1374882,1766659,3141541,1521
2023/03/02,2023,3,2,chokepoint1,Suez Canal,10,19,7,5,12,41,53,498857,1148979,13868,17572,294944,1679278,1974222,1522
2023/03/03,2023,3,3,chokepoint1,Suez Canal,17,23,6,1,23,47,70,869836,1255710,44320,4096,825508,2173964,2999473,1523
2023/03/04,2023,3,4,chokepoint1,Suez Canal,18,21,1,1,23,41,64,1099151,1075014,5479,7357,1330392,2187002,3517395,1524
2023/03/05,2023,3,5,chokepoint1,Suez Canal,24,12,6,1,17,43,60,1646715,941578,12011,2424,945747,2602730,3548477,1525
2023/03/06,2023,3,6,chokepoint1,Suez Canal,19,20,11,9,28,59,87,1135511,867207,34569,41826,973246,2079114,3052361,1526
2023/03/07,2023,3,7,chokepoint1,Suez Canal,14,25,14,8,30,61,91,631889,1775465,70189,35741,1260970,2513285,3774256,1527
2023/03/08,2023,3,8,chokepoint1,Suez Canal,19,14,5,3,20,41,61,757618,862714,19645,8584,626281,1648562,2274844,1528
2023/03/09,2023,3,9,chokepoint1,Suez Canal,16,15,6,2,31,39,70,1021030,908365,22713,10306,2071899,1962416,4034315,1529
2023/03/10,2023,3,10,chokepoint1,Suez Canal,15,16,8,3,38,42,80,699692,828137,35888,11689,1617505,1575408,3192913,1530
2023/03/11,2023,3,11,chokepoint1,Suez Canal,20,16,7,1,22,44,66,1811330,921083,35229,5150,1212668,2772794,3985462,1531
2023/03/12,2023,3,12,chokepoint1,Suez Canal,16,23,8,6,33,53,86,661604,1108650,32393,29236,1714759,1831884,3546643,1532
2023/03/13,2023,3,13,chokepoint1,Suez Canal,19,21,6,5,19,51,70,1173643,1428295,28932,24158,1442139,2655029,4097168,1533
2023/03/14,2023,3,14,chokepoint1,Suez Canal,17,22,7,5,33,51,84,651345,1057283,27284,17524,1770881,1753437,3524319,1534
2023/03/15,2023,3,15,chokepoint1,Suez Canal,21,11,12,2,30,46,76,1025972,585194,41830,14996,1515191,1667993,3183185,1535
2023/03/16,2023,3,16,chokepoint1,Suez Canal,18,20,4,3,28,45,73,605581,992726,9433,7273,1303031,1615014,2918046,1536
2023/03/17,2023,3,17,chokepoint1,Suez Canal,19,19,9,1,23,48,71,1213969,936694,34723,0,1360105,2185386,3545492,1537
2023/03/18,2023,3,18,chokepoint1,Suez Canal,14,23,3,4,23,44,67,1089685,1153876,1906,26342,969122,2271811,3240934,1538
2023/03/19,2023,3,19,chokepoint1,Suez Canal,23,20,7,2,30,52,82,1227280,840954,23450,8592,1613679,2100278,3713957,1539
2023/03/20,2023,3,20,chokepoint1,Suez Canal,14,21,3,1,33,39,72,670162,1202637,3443,0,2043771,1876243,3920014,1540
2023/03/21,2023,3,21,chokepoint1,Suez Canal,23,16,1,4,25,44,69,1173405,758740,42663,23299,1493125,1998109,3491235,1541
2023/03/22,2023,3,22,chokepoint1,Suez Canal,22,30,10,2,28,64,92,918221,1649257,37839,9689,1421872,2615007,4036879,1542
2023/03/23,2023,3,23,chokepoint1,Suez Canal,11,16,3,2,26,32,58,628439,1407418,8489,2865,1311674,2047213,3358887,1543
2023/03/24,2023,3,24,chokepoint1,Suez Canal,20,17,8,4,29,49,78,1220648,990871,24305,8508,1557267,2244334,3801602,1544
2023/03/25,2023,3,25,chokepoint1,Suez Canal,18,19,8,4,17,49,66,937646,566966,74268,15936,1012983,1594817,2607800,1545
2023/03/26,2023,3,26,chokepoint1,Suez Canal,19,13,3,2,19,37,56,1064404,856357,6271,16209,950934,1943242,2894176,1546
2023/03/27,2023,3,27,chokepoint1,Suez Canal,19,25,8,7,23,59,82,1133384,1076861,42647,28983,1166438,2281876,3448315,1547
2023/03/28,2023,3,28,chokepoint1,Suez Canal,22,22,5,1,30,50,80,1359227,837308,7777,0,2132649,2204313,4336963,1548
2023/03/29,2023,3,29,chokepoint1,Suez Canal,16,19,4,1,22,40,62,839963,1226928,9859,3812,1356761,2080564,3437325,1549
2023/03/30,2023,3,30,chokepoint1,Suez Canal,13,12,4,3,30,32,62,594143,754101,16192,8911,1776216,1373347,3149564,1550
2023/03/31,2023,3,31,chokepoint1,Suez Canal,17,18,1,2,26,38,64,971914,1290324,7454,11717,1329830,2281411,3611241,1551
2023/04/01,2023,4,1,chokepoint1,Suez Canal,24,23,10,6,26,63,89,1357182,1241993,59263,22133,1001804,2680572,3682376,1552
2023/04/02,2023,4,2,chokepoint1,Suez Canal,22,16,3,4,16,45,61,1461665,855464,4065,14869,524642,2336064,2860707,1553
2023/04/03,2023,4,3,chokepoint1,Suez Canal,21,22,6,6,33,55,88,1143048,999102,44790,30384,1656682,2217325,3874008,1554
2023/04/04,2023,4,4,chokepoint1,Suez Canal,13,16,1,2,23,32,55,663680,981959,562,13951,1385960,1660153,3046113,1555
2023/04/05,2023,4,5,chokepoint1,Suez Canal,18,23,13,4,36,58,94,758385,1040871,32539,23393,1505431,1855189,3360620,1556
2023/04/06,2023,4,6,chokepoint1,Suez Canal,16,18,5,5,19,44,63,993681,843963,50599,34901,1237447,1923146,3160594,1557
2023/04/07,2023,4,7,chokepoint1,Suez Canal,21,18,9,2,29,50,79,1487045,984217,33338,7850,1262645,2512451,3775097,1558
2023/04/08,2023,4,8,chokepoint1,Suez Canal,24,26,11,1,19,62,81,1374278,1093471,80249,3516,1190422,2551516,3741938,1559
2023/04/09,2023,4,9,chokepoint1,Suez Canal,14,20,4,4,28,42,70,571143,1053362,17739,11068,1208473,1653313,2861786,1560
2023/04/10,2023,4,10,chokepoint1,Suez Canal,22,19,6,7,31,54,85,1114648,906912,7564,26731,1578920,2055856,3634777,1561
2023/04/11,2023,4,11,chokepoint1,Suez Canal,15,21,7,0,23,43,66,625341,1498822,17262,0,1179589,2141426,3321016,1562
2023/04/12,2023,4,12,chokepoint1,Suez Canal,14,28,7,2,38,51,89,732046,1354750,33244,7381,1506892,2127423,3634316,1563
2023/04/13,2023,4,13,chokepoint1,Suez Canal,18,17,7,4,25,46,71,917654,1078286,26151,13645,1283192,2035738,3318930,1564
2023/04/14,2023,4,14,chokepoint1,Suez Canal,19,24,10,5,22,58,80,1275387,1154490,37372,27677,679655,2494928,3174583,1565
2023/04/15,2023,4,15,chokepoint1,Suez Canal,23,19,4,1,24,47,71,1589598,1283773,38684,4429,1185320,2916486,4101806,1566
2023/04/16,2023,4,16,chokepoint1,Suez Canal,20,22,6,4,24,52,76,975707,1513689,15458,4172,954310,2509027,3463338,1567
2023/04/17,2023,4,17,chokepoint1,Suez Canal,22,12,5,6,30,45,75,1167092,459122,28977,21278,1867057,1676470,3543527,1568
2023/04/18,2023,4,18,chokepoint1,Suez Canal,14,20,6,4,31,44,75,815661,1210838,34544,26214,1563444,2087259,3650703,1569
2023/04/19,2023,4,19,chokepoint1,Suez Canal,19,23,8,2,29,52,81,924376,1060573,27553,4067,1905698,2016569,3922268,1570
2023/04/20,2023,4,20,chokepoint1,Suez Canal,23,22,9,4,35,58,93,1057737,1347442,56448,15389,1953312,2477017,4430329,1571
2023/04/21,2023,4,21,chokepoint1,Suez Canal,22,13,5,4,27,44,71,1496525,622536,15229,13642,1362612,2147933,3510546,1572
2023/04/22,2023,4,22,chokepoint1,Suez Canal,22,15,4,1,30,42,72,1113944,776523,9931,6101,1544627,1906499,3451127,1573
2023/04/23,2023,4,23,chokepoint1,Suez Canal,19,25,11,3,28,58,86,1238452,1224141,25800,18094,1214919,2506489,3721409,1574
2023/04/24,2023,4,24,chokepoint1,Suez Canal,17,24,3,1,28,45,73,517511,1425824,6450,0,1395054,1949786,3344840,1575
2023/04/25,2023,4,25,chokepoint1,Suez Canal,14,19,7,5,32,45,77,739866,737598,39812,36140,1364030,1553418,2917448,1576
2023/04/26,2023,4,26,chokepoint1,Suez Canal,24,18,5,2,28,49,77,1387625,972059,36991,3702,1763113,2400379,4163492,1577
2023/04/27,2023,4,27,chokepoint1,Suez Canal,22,29,4,5,27,60,87,752826,1388034,16065,17141,1518629,2174067,3692697,1578
2023/04/28,2023,4,28,chokepoint1,Suez Canal,28,19,5,2,24,54,78,1985744,936061,28932,9245,1056981,2959983,4016964,1579
2023/04/29,2023,4,29,chokepoint1,Suez Canal,20,22,2,2,25,46,71,950970,1183174,5837,9026,1168643,2149007,3317651,1580
2023/04/30,2023,4,30,chokepoint1,Suez Canal,25,16,9,2,33,52,85,1449970,856159,44257,12421,1887171,2362808,4249979,1581
2023/05/01,2023,5,1,chokepoint1,Suez Canal,19,18,3,4,29,44,73,967492,1409140,4118,21412,1722502,2402163,4124665,1582
2023/05/02,2023,5,2,chokepoint1,Suez Canal,33,28,6,3,29,70,99,1503334,1372722,27799,16855,874398,2920711,3795110,1583
2023/05/03,2023,5,3,chokepoint1,Suez Canal,17,18,4,3,26,42,68,890299,882865,11548,18595,1921780,1803308,3725088,1584
2023/05/04,2023,5,4,chokepoint1,Suez Canal,21,24,13,3,26,61,87,685067,1359092,60900,10825,875135,2115886,2991022,1585
2023/05/05,2023,5,5,chokepoint1,Suez Canal,24,29,4,4,21,61,82,1126799,1583079,12915,14228,890327,2737023,3627351,1586
2023/05/06,2023,5,6,chokepoint1,Suez Canal,21,18,11,4,22,54,76,1663439,1142216,25247,15041,935985,2845945,3781930,1587
2023/05/07,2023,5,7,chokepoint1,Suez Canal,16,24,3,2,36,45,81,768105,1123537,25200,3576,1749197,1920419,3669616,1588
2023/05/08,2023,5,8,chokepoint1,Suez Canal,25,19,7,1,24,52,76,1431957,1012331,24660,5228,1119013,2474176,3593190,1589
2023/05/09,2023,5,9,chokepoint1,Suez Canal,19,17,9,4,27,49,76,737719,904933,78838,19589,619864,1741081,2360945,1590
2023/05/10,2023,5,10,chokepoint1,Suez Canal,17,24,4,3,24,48,72,998661,1401000,33507,9295,788623,2442463,3231086,1591
2023/05/11,2023,5,11,chokepoint1,Suez Canal,19,17,6,5,35,47,82,842999,870421,20261,14931,2309036,1748613,4057649,1592
2023/05/12,2023,5,12,chokepoint1,Suez Canal,21,17,7,2,23,47,70,1440722,1073310,68047,16244,1026409,2598325,3624734,1593
2023/05/13,2023,5,13,chokepoint1,Suez Canal,18,22,6,2,22,48,70,1301300,1339677,15245,8850,762523,2665074,3427598,1594
2023/05/14,2023,5,14,chokepoint1,Suez Canal,20,19,4,4,25,47,72,960934,964788,17754,23660,967168,1967137,2934305,1595
2023/05/15,2023,5,15,chokepoint1,Suez Canal,22,22,5,3,33,52,85,926982,1395706,11157,10587,1766910,2344433,4111344,1596
2023/05/16,2023,5,16,chokepoint1,Suez Canal,22,13,5,4,32,44,76,1206352,554789,23282,8804,1758809,1793229,3552039,1597
2023/05/17,2023,5,17,chokepoint1,Suez Canal,24,17,6,3,30,50,80,1177059,645724,43295,12403,1568283,1878482,3446766,1598
2023/05/18,2023,5,18,chokepoint1,Suez Canal,13,21,11,6,43,51,94,363540,919671,43177,20298,1886440,1346688,3233129,1599
2023/05/19,2023,5,19,chokepoint1,Suez Canal,21,19,9,3,20,52,72,1563335,785752,85038,11418,1093128,2445545,3538673,1600
2021/03/11,2021,3,11,chokepoint1,Suez Canal,16,12,3,2,23,33,56,964354,351621,20733,10326,1021116,1347035,2368151,1601
2021/03/12,2021,3,12,chokepoint1,Suez Canal,22,15,3,2,12,42,54,1372498,752113,2341,11084,670038,2138038,2808077,1602
2021/03/13,2021,3,13,chokepoint1,Suez Canal,16,10,6,3,15,35,50,1026905,654507,36077,14442,935162,1731934,2667096,1603
2021/03/14,2021,3,14,chokepoint1,Suez Canal,20,13,5,4,16,42,58,1351648,913901,25701,8979,911636,2300232,3211868,1604
2021/03/15,2021,3,15,chokepoint1,Suez Canal,13,6,10,5,18,34,52,796676,239309,37430,11327,688644,1084743,1773388,1605
2021/03/16,2021,3,16,chokepoint1,Suez Canal,17,18,8,2,12,45,57,886572,789232,26231,8626,442182,1710662,2152844,1606
2021/03/17,2021,3,17,chokepoint1,Suez Canal,15,12,4,3,13,34,47,942219,780061,20126,19545,807498,1761953,2569452,1607
2021/03/18,2021,3,18,chokepoint1,Suez Canal,8,20,2,2,19,32,51,533675,867009,5649,5973,753916,1412307,2166224,1608
2021/03/19,2021,3,19,chokepoint1,Suez Canal,19,15,5,1,21,40,61,942148,815846,26835,480,950842,1785310,2736152,1609
2021/03/20,2021,3,20,chokepoint1,Suez Canal,16,13,6,2,17,37,54,1202943,943686,14877,12446,598522,2173955,2772477,1610
2021/03/21,2021,3,21,chokepoint1,Suez Canal,14,12,5,2,15,33,48,981807,480809,22581,8904,739392,1494103,2233495,1611
2021/03/22,2021,3,22,chokepoint1,Suez Canal,13,15,7,2,22,37,59,964794,1112927,32569,7605,778933,2117897,2896830,1612
2021/03/23,2021,3,23,chokepoint1,Suez Canal,20,3,6,5,4,34,38,1228492,30974,8151,26465,96881,1294083,1390965,1613
2021/03/24,2021,3,24,chokepoint1,Suez Canal,5,2,2,1,4,10,14,167080,32445,16349,4145,71029,220020,291050,1614
2021/03/25,2021,3,25,chokepoint1,Suez Canal,2,0,0,0,0,2,2,43428,0,0,0,0,43428,43428,1615
2021/03/26,2021,3,26,chokepoint1,Suez Canal,5,0,2,0,2,7,9,194003,0,746,0,47897,194749,242647,1616
2021/03/27,2021,3,27,chokepoint1,Suez Canal,2,1,2,1,3,6,9,32815,35599,4565,4145,316267,77125,393392,1617
2021/03/28,2021,3,28,chokepoint1,Suez Canal,4,1,2,0,3,7,10,239152,55126,6410,0,24417,300689,325106,1618
2021/03/29,2021,3,29,chokepoint1,Suez Canal,4,6,10,1,12,21,33,64026,204215,56654,13223,218020,338121,556142,1619
2021/03/30,2021,3,30,chokepoint1,Suez Canal,36,4,1,8,16,49,65,2532695,395206,15614,39518,1332494,2983035,4315530,1620
2021/03/31,2021,3,31,chokepoint1,Suez Canal,12,23,8,6,14,49,63,858260,1385383,26031,35175,629937,2304851,2934788,1621
2021/04/01,2021,4,1,chokepoint1,Suez Canal,34,15,9,0,19,58,77,2235164,754906,18513,0,727172,3008583,3735756,1622
2021/04/02,2021,4,2,chokepoint1,Suez Canal,22,24,5,3,23,54,77,1346746,1527159,57487,12063,1120166,2943456,4063623,1623
2021/04/03,2021,4,3,chokepoint1,Suez Canal,11,37,9,1,30,58,88,653852,2384924,46365,6917,1588312,3092060,4680372,1624
2021/04/04,2021,4,4,chokepoint1,Suez Canal,25,29,3,3,27,60,87,1506353,1748141,5349,9976,922895,3269821,4192716,1625
2021/04/05,2021,4,5,chokepoint1,Suez Canal,7,15,7,3,16,32,48,486559,911133,56787,11957,858607,1466438,2325046,1626
2021/04/06,2021,4,6,chokepoint1,Suez Canal,32,20,11,2,13,65,78,2263538,981905,21573,9310,483028,3276328,3759357,1627
2021/04/07,2021,4,7,chokepoint1,Suez Canal,16,12,8,7,26,43,69,970060,985441,75212,21213,1594411,2051927,3646339,1628
2021/04/08,2021,4,8,chokepoint1,Suez Canal,28,13,9,5,22,55,77,2359813,776666,21379,22511,1207861,3180372,4388233,1629
2021/04/09,2021,4,9,chokepoint1,Suez Canal,19,27,13,3,26,62,88,1326451,1720524,78148,10902,1084322,3136026,4220348,1630
2021/04/10,2021,4,10,chokepoint1,Suez Canal,12,24,12,0,21,48,69,819966,1432844,68921,0,897321,2321732,3219054,1631
2021/04/11,2021,4,11,chokepoint1,Suez Canal,19,19,14,2,14,54,68,1055385,1045438,36121,10960,359621,2147906,2507527,1632
2021/04/12,2021,4,12,chokepoint1,Suez Canal,15,4,7,4,15,30,45,810447,300728,39413,20194,913555,1170783,2084339,1633
2021/04/13,2021,4,13,chokepoint1,Suez Canal,15,12,5,4,10,36,46,1094956,649613,16507,19529,475903,1780607,2256510,1634
2021/04/14,2021,4,14,chokepoint1,Suez Canal,14,15,5,4,12,38,50,1092869,592247,51008,23660,492990,1759785,2252776,1635
2021/04/15,2021,4,15,chokepoint1,Suez Canal,14,15,4,3,12,36,48,827411,903459,12899,15720,503043,1759491,2262535,1636
2021/04/16,2021,4,16,chokepoint1,Suez Canal,16,17,9,0,13,42,55,845373,1022617,31573,0,804999,1899564,2704564,1637
2021/04/17,2021,4,17,chokepoint1,Suez Canal,16,13,5,2,18,36,54,1005023,813880,21689,6500,1058257,1847093,2905351,1638
2021/04/18,2021,4,18,chokepoint1,Suez Canal,20,13,2,2,11,37,48,1124029,1222814,7323,5470,587239,2359638,2946877,1639
2021/04/19,2021,4,19,chokepoint1,Suez Canal,16,15,6,3,19,40,59,1363306,770542,29643,14244,367469,2177737,2545207,1640
2021/04/20,2021,4,20,chokepoint1,Suez Canal,20,12,10,3,11,45,56,1176876,694021,48833,12568,677339,1932300,2609640,1641
2021/04/21,2021,4,21,chokepoint1,Suez Canal,15,15,4,3,18,37,55,860142,753781,12646,10679,610227,1637251,2247478,1642
2021/04/22,2021,4,22,chokepoint1,Suez Canal,14,12,10,1,18,37,55,925348,722770,40156,4163,942368,1692439,2634808,1643
2021/04/23,2021,4,23,chokepoint1,Suez Canal,16,24,3,0,14,43,57,1089956,1723056,18724,0,427139,2831737,3258877,1644
2021/04/24,2021,4,24,chokepoint1,Suez Canal,21,7,8,2,15,38,53,1488452,527866,35379,8775,503136,2060474,2563610,1645
2021/04/25,2021,4,25,chokepoint1,Suez Canal,18,15,11,3,23,47,70,932272,660050,67890,18489,1214121,1678703,2892824,1646
2021/04/26,2021,4,26,chokepoint1,Suez Canal,15,15,3,8,12,41,53,1001270,803167,4168,45721,408940,1854327,2263268,1647
2021/04/27,2021,4,27,chokepoint1,Suez Canal,19,5,2,5,9,31,40,1320156,517623,1115,24464,527962,1863359,2391322,1648
2021/04/28,2021,4,28,chokepoint1,Suez Canal,12,16,11,0,9,39,48,797439,920588,45335,0,390499,1763362,2153862,1649
2021/04/29,2021,4,29,chokepoint1,Suez Canal,17,13,4,1,9,35,44,1208815,831032,14440,10596,693574,2064884,2758458,1650
2021/04/30,2021,4,30,chokepoint1,Suez Canal,18,11,8,3,9,40,49,982955,465822,45672,15815,267270,1510265,1777536,1651
2021/05/01,2021,5,1,chokepoint1,Suez Canal,17,15,12,4,14,48,62,1134105,865345,44541,17168,581431,2061160,2642591,1652
2021/05/02,2021,5,2,chokepoint1,Suez Canal,18,10,8,2,18,38,56,1502575,522010,47520,10430,916600,2082537,2999137,1653
2021/05/03,2021,5,3,chokepoint1,Suez Canal,16,14,4,2,23,36,59,985943,711520,11632,9150,747255,1718246,2465502,1654
2021/05/04,2021,5,4,chokepoint1,Suez Canal,19,11,7,2,13,39,52,929728,692438,11735,8153,781998,1642056,2424054,1655
2021/05/05,2021,5,5,chokepoint1,Suez Canal,19,12,8,4,14,43,57,1415021,760806,13680,22587,595077,2212096,2807173,1656
2021/05/06,2021,5,6,chokepoint1,Suez Canal,13,18,8,2,19,41,60,766838,949514,10429,9510,678226,1736293,2414519,1657
2021/05/07,2021,5,7,chokepoint1,Suez Canal,21,12,6,2,15,41,56,1312935,713277,18772,9673,889462,2054658,2944121,1658
2021/05/08,2021,5,8,chokepoint1,Suez Canal,18,14,6,7,17,45,62,1098362,614037,20312,39515,485961,1772227,2258189,1659
2021/05/09,2021,5,9,chokepoint1,Suez Canal,17,13,10,3,18,43,61,1134728,807596,51225,10326,600798,2003877,2604676,1660
2021/05/10,2021,5,10,chokepoint1,Suez Canal,10,14,7,1,9,32,41,557320,462449,23974,4475,426392,1048220,1474613,1661
2021/05/11,2021,5,11,chokepoint1,Suez Canal,18,18,3,0,23,39,62,1026709,1050706,5745,0,876893,2083161,2960054,1662
2021/05/12,2021,5,12,chokepoint1,Suez Canal,17,19,4,4,12,44,56,1171538,945664,25122,16313,778311,2158638,2936950,1663
2021/05/13,2021,5,13,chokepoint1,Suez Canal,14,19,10,5,16,48,64,633629,1421068,65337,11765,708754,2131799,2840554,1664
2021/05/14,2021,5,14,chokepoint1,Suez Canal,17,15,3,4,14,39,53,976969,999662,11677,18914,543802,2007224,2551027,1665
2021/05/15,2021,5,15,chokepoint1,Suez Canal,18,4,5,2,15,29,44,1140785,307198,16405,4262,830615,1468652,2299267,1666
2021/05/16,2021,5,16,chokepoint1,Suez Canal,15,17,5,3,23,40,63,922654,888383,25122,5298,1199973,1841459,3041432,1667
2021/05/17,2021,5,17,chokepoint1,Suez Canal,21,10,7,0,23,38,61,1431866,707852,25619,0,894829,2165338,3060168,1668
2021/05/18,2021,5,18,chokepoint1,Suez Canal,15,22,6,5,17,48,65,712326,1214776,38359,17958,834220,1983421,2817642,1669
2021/05/19,2021,5,19,chokepoint1,Suez Canal,17,13,5,6,20,41,61,952117,980305,17917,23327,896243,1973668,2869911,1670
2021/05/20,2021,5,20,chokepoint1,Suez Canal,16,10,1,2,13,29,42,1102617,659945,0,9378,770610,1771941,2542551,1671
2021/05/21,2021,5,21,chokepoint1,Suez Canal,17,11,5,2,11,35,46,906240,589965,17371,2167,432562,1515745,1948307,1672
2021/05/22,2021,5,22,chokepoint1,Suez Canal,15,16,4,4,15,39,54,947908,1397141,21183,16597,642957,2382831,3025788,1673
2021/05/23,2021,5,23,chokepoint1,Suez Canal,18,12,3,2,16,35,51,1260844,913345,6050,24179,507728,2204420,2712148,1674
2021/05/24,2021,5,24,chokepoint1,Suez Canal,24,13,3,1,13,41,54,1544450,601658,6651,10650,647573,2163410,2810984,1675
2021/05/25,2021,5,25,chokepoint1,Suez Canal,13,14,8,1,10,36,46,701392,1132013,24067,1874,275794,1859347,2135141,1676
2021/05/26,2021,5,26,chokepoint1,Suez Canal,15,12,6,3,13,36,49,1010240,366960,44097,12772,729541,1434071,2163612,1677
2021/05/27,2021,5,27,chokepoint1,Suez Canal,21,23,17,3,18,64,82,1452425,1077870,74961,6792,655515,2612049,3267565,1678
2021/05/28,2021,5,28,chokepoint1,Suez Canal,17,12,2,4,18,35,53,931490,627032,8536,17232,1073839,1584291,2658131,1679
2021/05/29,2021,5,29,chokepoint1,Suez Canal,16,20,10,0,15,46,61,890585,1168152,60379,0,1004512,2119117,3123630,1680
2021/05/30,2021,5,30,chokepoint1,Suez Canal,17,20,11,4,14,52,66,1367387,1326225,33066,18517,541506,2745197,3286703,1681
2021/05/31,2021,5,31,chokepoint1,Suez Canal,20,11,5,2,15,38,53,1328381,509037,39720,3912,424086,1881052,2305138,1682
2021/06/01,2021,6,1,chokepoint1,Suez Canal,16,9,2,1,8,28,36,907695,886842,3262,3422,208055,1801222,2009277,1683
2021/06/02,2021,6,2,chokepoint1,Suez Canal,14,11,8,2,18,35,53,861419,656061,31907,9025,816850,1558414,2375265,1684
2021/06/03,2021,6,3,chokepoint1,Suez Canal,15,18,4,2,15,39,54,855470,1228707,23106,12517,922456,2119801,3042258,1685
2021/06/04,2021,6,4,chokepoint1,Suez Canal,14,15,5,4,14,38,52,871976,808740,25466,10393,488959,1716577,2205536,1686
2021/06/05,2021,6,5,chokepoint1,Suez Canal,18,19,8,3,11,48,59,972096,782168,48986,11567,365792,1814818,2180610,1687
2021/06/06,2021,6,6,chokepoint1,Suez Canal,18,8,7,5,20,38,58,1228740,343889,62730,14057,944594,1649417,2594011,1688
2021/06/07,2021,6,7,chokepoint1,Suez Canal,16,8,4,8,27,36,63,988559,427229,42958,26788,1061407,1485537,2546944,1689
2021/06/08,2021,6,8,chokepoint1,Suez Canal,21,8,9,1,9,39,48,992925,593041,91307,8144,394197,1685419,2079616,1690
2021/06/09,2021,6,9,chokepoint1,Suez Canal,15,18,1,1,20,35,55,835875,951945,1685,3193,1228658,1792699,3021358,1691
